Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)
Grand Total	4.44941E+12	9.80015E+12	6.5829E+12	9.77579E+12
CGI_10018876	2.12271E+11	4.33454E+11	3.04729E+11	4.40127E+11
CGI_10022729	2.12395E+11	4.23051E+11	3.02203E+11	4.31278E+11	K1QWP8	K1QWP8_CRAGI	unreviewed	Actin-2	CGI_10022729	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	376
CGI_10026048	16265432914	39908052430	28189550973	33406480679	K1Q6X5	K1Q6X5_CRAGI	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	CGI_10026048	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	495	GO:0045454
CGI_10021481	14298484234	38779598798	21494726599	40357523842	K1PLF9	K1PLF9_CRAGI	unreviewed	Arginine kinase	CGI_10021481	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	350	GO:0005524
CGI_10021481	14298484234	38779598798	21494726599	40357523842	K1PLF9	K1PLF9_CRAGI	unreviewed	Arginine kinase	CGI_10021481	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	350	GO:0016301
CGI_10025378	10429342862	36346406419	17910324802	43757948234	K1R1X5	K1R1X5_CRAGI	unreviewed	Transgelin	CGI_10025378	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	391
CGI_10003521	13808172303	37071434009	23795971296	33486005873	K1PW06	K1PW06_CRAGI	unreviewed	Filamin-C	CGI_10003521	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	3016
CGI_10015492	8634347433	41379597689	15704623658	36826053915	K1QIR8	K1QIR8_CRAGI	unreviewed	78 kDa glucose-regulated protein	CGI_10015492	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	661	GO:0005524
CGI_10017178	17520994393	29593766913	28744799906	26141225312	K1QFW9	K1QFW9_CRAGI	unreviewed	Uncharacterized protein	CGI_10017178	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	851	GO:0003924
CGI_10017178	17520994393	29593766913	28744799906	26141225312	K1QFW9	K1QFW9_CRAGI	unreviewed	Uncharacterized protein	CGI_10017178	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	851	GO:0005525
CGI_10010974	10171122142	33982737087	19896956095	34165004335	K1Q350	K1Q350_CRAGI	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	CGI_10010974	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0004365
CGI_10010974	10171122142	33982737087	19896956095	34165004335	K1Q350	K1Q350_CRAGI	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	CGI_10010974	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0006006
CGI_10010974	10171122142	33982737087	19896956095	34165004335	K1Q350	K1Q350_CRAGI	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	CGI_10010974	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0006096
CGI_10010974	10171122142	33982737087	19896956095	34165004335	K1Q350	K1Q350_CRAGI	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	CGI_10010974	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0050661
CGI_10010974	10171122142	33982737087	19896956095	34165004335	K1Q350	K1Q350_CRAGI	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	CGI_10010974	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0051287
CGI_10013347	11739760930	31689669112	21142757623	30889138600	K1RWW5	K1RWW5_CRAGI	unreviewed	ATP synthase subunit beta (EC 3.6.3.14)	CGI_10013347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	414	GO:0005524
CGI_10013347	11739760930	31689669112	21142757623	30889138600	K1RWW5	K1RWW5_CRAGI	unreviewed	ATP synthase subunit beta (EC 3.6.3.14)	CGI_10013347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	414	GO:0015986
CGI_10013347	11739760930	31689669112	21142757623	30889138600	K1RWW5	K1RWW5_CRAGI	unreviewed	ATP synthase subunit beta (EC 3.6.3.14)	CGI_10013347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	414	GO:0015991
CGI_10013347	11739760930	31689669112	21142757623	30889138600	K1RWW5	K1RWW5_CRAGI	unreviewed	ATP synthase subunit beta (EC 3.6.3.14)	CGI_10013347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	414	GO:0045261
CGI_10013347	11739760930	31689669112	21142757623	30889138600	K1RWW5	K1RWW5_CRAGI	unreviewed	ATP synthase subunit beta (EC 3.6.3.14)	CGI_10013347	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	414	GO:0046933
CGI_10001407	16079555316	27662750624	26803128806	24137996195
CGI_10005267	8842935212	30358746101	14817149106	38415374743
CGI_10013164	12968383018	25140435330	16592052463	28990218793	K1QNV6	K1QNV6_CRAGI	unreviewed	Tropomyosin	CGI_10013164	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	339
CGI_10005591	11504926615	25502669258	20738569930	25761862552	K1R0L4	K1R0L4_CRAGI	unreviewed	Sodium/potassium-transporting ATPase subunit alpha (EC 3.6.3.-)	CGI_10005591	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1050	GO:0005391
CGI_10005591	11504926615	25502669258	20738569930	25761862552	K1R0L4	K1R0L4_CRAGI	unreviewed	Sodium/potassium-transporting ATPase subunit alpha (EC 3.6.3.-)	CGI_10005591	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1050	GO:0005524
CGI_10005591	11504926615	25502669258	20738569930	25761862552	K1R0L4	K1R0L4_CRAGI	unreviewed	Sodium/potassium-transporting ATPase subunit alpha (EC 3.6.3.-)	CGI_10005591	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1050	GO:0016021
CGI_10005591	11504926615	25502669258	20738569930	25761862552	K1R0L4	K1R0L4_CRAGI	unreviewed	Sodium/potassium-transporting ATPase subunit alpha (EC 3.6.3.-)	CGI_10005591	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1050	GO:0046872
CGI_10005248	28292626124	20078083170	15790862132	13184095413	K1PAM6	K1PAM6_CRAGI	unreviewed	Uncharacterized protein	CGI_10005248	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	946
CGI_10017753	15073258369	18698967548	15631259358	24507392680	K1RHJ4	K1RHJ4_CRAGI	unreviewed	Actin	CGI_10017753	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	379
CGI_10012610	8443771862	23554720626	14590892789	25855185453	K1RZE2	K1RZE2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10012610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	444	GO:0000287
CGI_10012610	8443771862	23554720626	14590892789	25855185453	K1RZE2	K1RZE2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10012610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	444	GO:0004450
CGI_10012610	8443771862	23554720626	14590892789	25855185453	K1RZE2	K1RZE2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10012610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	444	GO:0006099
CGI_10012610	8443771862	23554720626	14590892789	25855185453	K1RZE2	K1RZE2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10012610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	444	GO:0006102
CGI_10012610	8443771862	23554720626	14590892789	25855185453	K1RZE2	K1RZE2_CRAGI	unreviewed	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	CGI_10012610	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	444	GO:0051287
CGI_10015916	9028875590	26925472738	12496071372	23500099794	K1PXS8	K1PXS8_CRAGI	unreviewed	Calreticulin	CGI_10015916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0005509
CGI_10015916	9028875590	26925472738	12496071372	23500099794	K1PXS8	K1PXS8_CRAGI	unreviewed	Calreticulin	CGI_10015916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0005783
CGI_10015916	9028875590	26925472738	12496071372	23500099794	K1PXS8	K1PXS8_CRAGI	unreviewed	Calreticulin	CGI_10015916	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	335	GO:0006457
CGI_10001798	8446085140	25117711332	11839000412	22265409546	K1Q8X6	K1Q8X6_CRAGI	unreviewed	Calreticulin	CGI_10001798	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	166	GO:0005509
CGI_10001798	8446085140	25117711332	11839000412	22265409546	K1Q8X6	K1Q8X6_CRAGI	unreviewed	Calreticulin	CGI_10001798	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	166	GO:0005783
CGI_10001798	8446085140	25117711332	11839000412	22265409546	K1Q8X6	K1Q8X6_CRAGI	unreviewed	Calreticulin	CGI_10001798	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	166	GO:0006457
CGI_10011081	5537594461	25560619916	10624386010	20941273319	K1Q5G6	K1Q5G6_CRAGI	unreviewed	"60 kDa heat shock protein, mitochondrial"	CGI_10011081	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	558	GO:0005524
CGI_10011081	5537594461	25560619916	10624386010	20941273319	K1Q5G6	K1Q5G6_CRAGI	unreviewed	"60 kDa heat shock protein, mitochondrial"	CGI_10011081	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	558	GO:0005737
CGI_10011081	5537594461	25560619916	10624386010	20941273319	K1Q5G6	K1Q5G6_CRAGI	unreviewed	"60 kDa heat shock protein, mitochondrial"	CGI_10011081	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	558	GO:0042026
CGI_10025730	5501243518	25320358327	8497781898	20559716227	K1QX26	K1QX26_CRAGI	unreviewed	Endoplasmin	CGI_10025730	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1082	GO:0005524
CGI_10025730	5501243518	25320358327	8497781898	20559716227	K1QX26	K1QX26_CRAGI	unreviewed	Endoplasmin	CGI_10025730	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1082	GO:0006457
CGI_10025730	5501243518	25320358327	8497781898	20559716227	K1QX26	K1QX26_CRAGI	unreviewed	Endoplasmin	CGI_10025730	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1082	GO:0006950
CGI_10011577	10919265018	17536599781	15671646883	14507642218	K1Q358	K1Q358_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10011577	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	112	GO:0003735
CGI_10011577	10919265018	17536599781	15671646883	14507642218	K1Q358	K1Q358_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10011577	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	112	GO:0005840
CGI_10011577	10919265018	17536599781	15671646883	14507642218	K1Q358	K1Q358_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10011577	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	112	GO:0006414
CGI_10015200	10919265018	17536599781	15671646883	14507642218	K1QVV8	K1QVV8_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10015200	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	160	GO:0003735
CGI_10015200	10919265018	17536599781	15671646883	14507642218	K1QVV8	K1QVV8_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10015200	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	160	GO:0005840
CGI_10015200	10919265018	17536599781	15671646883	14507642218	K1QVV8	K1QVV8_CRAGI	unreviewed	60S acidic ribosomal protein P2	CGI_10015200	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	160	GO:0006414
CGI_10015917	6195355189	21491585281	9868207533	19361993764	K1Q4S7	K1Q4S7_CRAGI	unreviewed	Calreticulin	CGI_10015917	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	537	GO:0005509
CGI_10015917	6195355189	21491585281	9868207533	19361993764	K1Q4S7	K1Q4S7_CRAGI	unreviewed	Calreticulin	CGI_10015917	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	537	GO:0005783
CGI_10015917	6195355189	21491585281	9868207533	19361993764	K1Q4S7	K1Q4S7_CRAGI	unreviewed	Calreticulin	CGI_10015917	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	537	GO:0006457
CGI_10003110	7251343680	17533502744	11385598122	18169446733	K1RH58	K1RH58_CRAGI	unreviewed	"Alpha-actinin, sarcomeric"	CGI_10003110	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	880	GO:0005509
CGI_10025401	7084880128	15212388249	13361447825	17616585116	K1R0Y9	K1R0Y9_CRAGI	unreviewed	"ADP,ATP carrier protein"	CGI_10025401	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0005215
CGI_10025401	7084880128	15212388249	13361447825	17616585116	K1R0Y9	K1R0Y9_CRAGI	unreviewed	"ADP,ATP carrier protein"	CGI_10025401	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0005743
CGI_10025401	7084880128	15212388249	13361447825	17616585116	K1R0Y9	K1R0Y9_CRAGI	unreviewed	"ADP,ATP carrier protein"	CGI_10025401	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0016021
CGI_10025401	7084880128	15212388249	13361447825	17616585116	K1R0Y9	K1R0Y9_CRAGI	unreviewed	"ADP,ATP carrier protein"	CGI_10025401	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0055085
CGI_10011652	6931918878	19080154799	9562560885	16878195973	K1Q7T5	K1Q7T5_CRAGI	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	CGI_10011652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	492	GO:0003756
CGI_10011652	6931918878	19080154799	9562560885	16878195973	K1Q7T5	K1Q7T5_CRAGI	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	CGI_10011652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	492	GO:0005783
CGI_10011652	6931918878	19080154799	9562560885	16878195973	K1Q7T5	K1Q7T5_CRAGI	unreviewed	Protein disulfide-isomerase (EC 5.3.4.1)	CGI_10011652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	492	GO:0045454
CGI_10024268	6308638139	18497845608	10859218094	15897405011	K1R5F2	K1R5F2_CRAGI	unreviewed	14-3-3 protein epsilon	CGI_10024268	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	256
CGI_10015202	6758774476	17227555580	11291688156	15470598131	K1PNR3	K1PNR3_CRAGI	unreviewed	Clathrin heavy chain	CGI_10015202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1678	GO:0005198
CGI_10015202	6758774476	17227555580	11291688156	15470598131	K1PNR3	K1PNR3_CRAGI	unreviewed	Clathrin heavy chain	CGI_10015202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1678	GO:0006886
CGI_10015202	6758774476	17227555580	11291688156	15470598131	K1PNR3	K1PNR3_CRAGI	unreviewed	Clathrin heavy chain	CGI_10015202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1678	GO:0016192
CGI_10015202	6758774476	17227555580	11291688156	15470598131	K1PNR3	K1PNR3_CRAGI	unreviewed	Clathrin heavy chain	CGI_10015202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1678	GO:0030130
CGI_10015202	6758774476	17227555580	11291688156	15470598131	K1PNR3	K1PNR3_CRAGI	unreviewed	Clathrin heavy chain	CGI_10015202	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1678	GO:0030132
CGI_10026848	4207488087	21335340617	11077500875	14036894713	K1QLE2	K1QLE2_CRAGI	unreviewed	Actin-3	CGI_10026848	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	186
CGI_10001587	7943181480	14157451410	10835297430	17255267768
CGI_10006316	7943181480	14157451410	10835297430	17255267768
CGI_10008567	6838444398	16142637107	8435731796	18165784104	K1QCU9	K1QCU9_CRAGI	unreviewed	Tubulin beta chain	CGI_10008567	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	215	GO:0003924
CGI_10008567	6838444398	16142637107	8435731796	18165784104	K1QCU9	K1QCU9_CRAGI	unreviewed	Tubulin beta chain	CGI_10008567	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	215	GO:0005200
CGI_10008567	6838444398	16142637107	8435731796	18165784104	K1QCU9	K1QCU9_CRAGI	unreviewed	Tubulin beta chain	CGI_10008567	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	215	GO:0005525
CGI_10008567	6838444398	16142637107	8435731796	18165784104	K1QCU9	K1QCU9_CRAGI	unreviewed	Tubulin beta chain	CGI_10008567	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	215	GO:0005874
CGI_10008567	6838444398	16142637107	8435731796	18165784104	K1QCU9	K1QCU9_CRAGI	unreviewed	Tubulin beta chain	CGI_10008567	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	215	GO:0007017
CGI_10021159	7633881824	14915393322	12191728923	14820295317	K1RHA5	K1RHA5_CRAGI	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)	CGI_10021159	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	153	GO:0004550
CGI_10021159	7633881824	14915393322	12191728923	14820295317	K1RHA5	K1RHA5_CRAGI	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)	CGI_10021159	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	153	GO:0005524
CGI_10021159	7633881824	14915393322	12191728923	14820295317	K1RHA5	K1RHA5_CRAGI	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)	CGI_10021159	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	153	GO:0006183
CGI_10021159	7633881824	14915393322	12191728923	14820295317	K1RHA5	K1RHA5_CRAGI	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)	CGI_10021159	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	153	GO:0006228
CGI_10021159	7633881824	14915393322	12191728923	14820295317	K1RHA5	K1RHA5_CRAGI	unreviewed	Nucleoside diphosphate kinase (EC 2.7.4.6)	CGI_10021159	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	153	GO:0006241
CGI_10012556	6287754474	16442425202	10478842481	15392008470	K1PPQ1	K1PPQ1_CRAGI	unreviewed	14-3-3 protein gamma	CGI_10012556	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	251
CGI_10026641	5394215671	14801425754	9233279466	15622927638	K1RVK9	K1RVK9_CRAGI	unreviewed	Titin	CGI_10026641	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	3010	GO:0004672
CGI_10026641	5394215671	14801425754	9233279466	15622927638	K1RVK9	K1RVK9_CRAGI	unreviewed	Titin	CGI_10026641	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	3010	GO:0005524
CGI_10025180	7613675647	13214853779	9437503418	12586455837
CGI_10027022	12481875014	10831527357	11391506616	6290407634	K1QS40	K1QS40_CRAGI	unreviewed	Cathepsin B	CGI_10027022	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	341	GO:0004197
CGI_10027022	12481875014	10831527357	11391506616	6290407634	K1QS40	K1QS40_CRAGI	unreviewed	Cathepsin B	CGI_10027022	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	341	GO:0050790
CGI_10025934	4156086461	13680589308	9587171820	12717533372	K1RV41	K1RV41_CRAGI	unreviewed	Guanine nucleotide-binding protein subunit beta-2-like 1	CGI_10025934	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	317
CGI_10025721	4999812914	13399009206	7179050747	13758697536	K1R401	K1R401_CRAGI	unreviewed	Spectrin alpha chain	CGI_10025721	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2475	GO:0005509
CGI_10027192	5449654907	12088247610	9492829079	11135338140	K1RPF7	K1RPF7_CRAGI	unreviewed	60S ribosomal protein L5	CGI_10027192	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	508	GO:0003735
CGI_10027192	5449654907	12088247610	9492829079	11135338140	K1RPF7	K1RPF7_CRAGI	unreviewed	60S ribosomal protein L5	CGI_10027192	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	508	GO:0005840
CGI_10027192	5449654907	12088247610	9492829079	11135338140	K1RPF7	K1RPF7_CRAGI	unreviewed	60S ribosomal protein L5	CGI_10027192	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	508	GO:0006412
CGI_10027192	5449654907	12088247610	9492829079	11135338140	K1RPF7	K1RPF7_CRAGI	unreviewed	60S ribosomal protein L5	CGI_10027192	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	508	GO:0008097
CGI_10012231	4133910240	14229261227	7712582815	12024343000	K1RZ99	K1RZ99_CRAGI	unreviewed	Filamin-A	CGI_10012231	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	841
CGI_10011029	3929517507	14276228412	6697181800	13144331058	K1QB61	K1QB61_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10011029	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	6554	GO:0005509
CGI_10011029	3929517507	14276228412	6697181800	13144331058	K1QB61	K1QB61_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10011029	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	6554	GO:0007156
CGI_10011029	3929517507	14276228412	6697181800	13144331058	K1QB61	K1QB61_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10011029	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	6554	GO:0016021
CGI_10003417	2612518202	14694187908	6292424042	14293448950	K1PJB0	K1PJB0_CRAGI	unreviewed	Heat shock protein 70 B2	CGI_10003417	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0005524
CGI_10021165	5370074512	11732246066	9767464757	10624321282	K1RNH1	K1RNH1_CRAGI	unreviewed	60S ribosomal protein L18 (Fragment)	CGI_10021165	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	187	GO:0003735
CGI_10021165	5370074512	11732246066	9767464757	10624321282	K1RNH1	K1RNH1_CRAGI	unreviewed	60S ribosomal protein L18 (Fragment)	CGI_10021165	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	187	GO:0005840
CGI_10021165	5370074512	11732246066	9767464757	10624321282	K1RNH1	K1RNH1_CRAGI	unreviewed	60S ribosomal protein L18 (Fragment)	CGI_10021165	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	187	GO:0006412
CGI_10025534	6391973013	10995970002	9969993996	10060400477	K1QWC3	K1QWC3_CRAGI	unreviewed	40S ribosomal protein S3	CGI_10025534	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	237	GO:0003723
CGI_10025534	6391973013	10995970002	9969993996	10060400477	K1QWC3	K1QWC3_CRAGI	unreviewed	40S ribosomal protein S3	CGI_10025534	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	237	GO:0003735
CGI_10025534	6391973013	10995970002	9969993996	10060400477	K1QWC3	K1QWC3_CRAGI	unreviewed	40S ribosomal protein S3	CGI_10025534	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	237	GO:0006412
CGI_10025534	6391973013	10995970002	9969993996	10060400477	K1QWC3	K1QWC3_CRAGI	unreviewed	40S ribosomal protein S3	CGI_10025534	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	237	GO:0015935
CGI_10020662	6973047679	9054760387	12607341600	8626962104	K1RW85	K1RW85_CRAGI	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	CGI_10020662	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	433	GO:0004013
CGI_10020662	6973047679	9054760387	12607341600	8626962104	K1RW85	K1RW85_CRAGI	unreviewed	Adenosylhomocysteinase (EC 3.3.1.1)	CGI_10020662	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	433	GO:0006730
CGI_10018235	4797619694	11891107334	7051866010	10771933475	K1RH05	K1RH05_CRAGI	unreviewed	"Myosin essential light chain, striated adductor muscle"	CGI_10018235	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	144	GO:0005509
CGI_10008834	4310838916	13358686970	5339928452	11180770779	K1PSB2	K1PSB2_CRAGI	unreviewed	78 kDa glucose-regulated protein	CGI_10008834	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	415	GO:0005524
