Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)								
CGI_10020105	1471209049	4658867872	2825017891	4044711365	K1R5V4	K1R5V4_CRAGI	unreviewed	GTP-binding nuclear protein	CGI_10020105	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	213	GO:0005634
CGI_10020105	1471209049	4658867872	2825017891	4044711365	K1R5V4	K1R5V4_CRAGI	unreviewed	GTP-binding nuclear protein	CGI_10020105	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	213	GO:0006886
CGI_10020105	1471209049	4658867872	2825017891	4044711365	K1R5V4	K1R5V4_CRAGI	unreviewed	GTP-binding nuclear protein	CGI_10020105	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	213	GO:0006913
CGI_10020105	1471209049	4658867872	2825017891	4044711365	K1R5V4	K1R5V4_CRAGI	unreviewed	GTP-binding nuclear protein	CGI_10020105	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	213	GO:0007264
CGI_10008057	970931675	4773634402	1937142177	5262550367	K1R2K6	K1R2K6_CRAGI	unreviewed	Histone H2B	CGI_10008057	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	123	GO:0000786
CGI_10008057	970931675	4773634402	1937142177	5262550367	K1R2K6	K1R2K6_CRAGI	unreviewed	Histone H2B	CGI_10008057	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	123	GO:0003677
CGI_10008057	970931675	4773634402	1937142177	5262550367	K1R2K6	K1R2K6_CRAGI	unreviewed	Histone H2B	CGI_10008057	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	123	GO:0005634
CGI_10008062	970931675	4773634402	1937142177	5262550367								
CGI_10008068	970931675	4773634402	1937142177	5262550367								
CGI_10008073	970931675	4773634402	1937142177	5262550367								
CGI_10008078	970931675	4773634402	1937142177	5262550367								
CGI_10008083	970931675	4773634402	1937142177	5262550367								
CGI_10026148	39250707	2041658948	1732633298	9117127519	K1QLW5	K1QLW5_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10026148	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0006801
CGI_10026148	39250707	2041658948	1732633298	9117127519	K1QLW5	K1QLW5_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10026148	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0046872
CGI_10026148	39250707	2041658948	1732633298	9117127519	K1QLW5	K1QLW5_CRAGI	unreviewed	Extracellular superoxide dismutase [Cu-Zn]	CGI_10026148	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	192	GO:0055114
CGI_10007757	1662149957	4914468178	2932438537	3359781417	K1REW8	K1REW8_CRAGI	unreviewed	Ribosomal protein L15	CGI_10007757	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	204	GO:0003735
CGI_10007757	1662149957	4914468178	2932438537	3359781417	K1REW8	K1REW8_CRAGI	unreviewed	Ribosomal protein L15	CGI_10007757	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	204	GO:0005840
CGI_10007757	1662149957	4914468178	2932438537	3359781417	K1REW8	K1REW8_CRAGI	unreviewed	Ribosomal protein L15	CGI_10007757	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	204	GO:0006412
CGI_10023335	1788926449	4335866942	2780279379	3859588912	K1QMD3	K1QMD3_CRAGI	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	CGI_10023335	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	351	GO:0004367
CGI_10023335	1788926449	4335866942	2780279379	3859588912	K1QMD3	K1QMD3_CRAGI	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	CGI_10023335	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	351	GO:0005975
CGI_10023335	1788926449	4335866942	2780279379	3859588912	K1QMD3	K1QMD3_CRAGI	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	CGI_10023335	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	351	GO:0009331
CGI_10023335	1788926449	4335866942	2780279379	3859588912	K1QMD3	K1QMD3_CRAGI	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	CGI_10023335	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	351	GO:0046168
CGI_10023335	1788926449	4335866942	2780279379	3859588912	K1QMD3	K1QMD3_CRAGI	unreviewed	Glycerol-3-phosphate dehydrogenase [NAD(+)] (EC 1.1.1.8)	CGI_10023335	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	351	GO:0051287
CGI_10005185	1392565447	4214195593	2254411938	4883853649	K1PGY5	K1PGY5_CRAGI	unreviewed	Dihydropyrimidinase	CGI_10005185	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	647	GO:0005737
CGI_10005185	1392565447	4214195593	2254411938	4883853649	K1PGY5	K1PGY5_CRAGI	unreviewed	Dihydropyrimidinase	CGI_10005185	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	647	GO:0016810
CGI_10004652	2621767054	3310747018	2840450657	3948346450	K1QHK9	K1QHK9_CRAGI	unreviewed	"Dynein heavy chain, cytoplasmic"	CGI_10004652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4927	GO:0003777
CGI_10004652	2621767054	3310747018	2840450657	3948346450	K1QHK9	K1QHK9_CRAGI	unreviewed	"Dynein heavy chain, cytoplasmic"	CGI_10004652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4927	GO:0005524
CGI_10004652	2621767054	3310747018	2840450657	3948346450	K1QHK9	K1QHK9_CRAGI	unreviewed	"Dynein heavy chain, cytoplasmic"	CGI_10004652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4927	GO:0007018
CGI_10004652	2621767054	3310747018	2840450657	3948346450	K1QHK9	K1QHK9_CRAGI	unreviewed	"Dynein heavy chain, cytoplasmic"	CGI_10004652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4927	GO:0016887
CGI_10004652	2621767054	3310747018	2840450657	3948346450	K1QHK9	K1QHK9_CRAGI	unreviewed	"Dynein heavy chain, cytoplasmic"	CGI_10004652	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	4927	GO:0030286
CGI_10009395	1899016256	4105560954	3165191766	3519499037	K1R3E4	K1R3E4_CRAGI	unreviewed	Polyadenylate-binding protein (PABP)	CGI_10009395	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	462	GO:0000166
CGI_10009395	1899016256	4105560954	3165191766	3519499037	K1R3E4	K1R3E4_CRAGI	unreviewed	Polyadenylate-binding protein (PABP)	CGI_10009395	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	462	GO:0003723
CGI_10009395	1899016256	4105560954	3165191766	3519499037	K1R3E4	K1R3E4_CRAGI	unreviewed	Polyadenylate-binding protein (PABP)	CGI_10009395	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	462	GO:0005737
CGI_10011640	2142877591	3794753834	3257288386	3423648846								
CGI_10027210	11538180839	403998949	216539339	430185745	K1QRD4	K1QRD4_CRAGI	unreviewed	S-formylglutathione hydrolase (EC 3.1.2.12)	CGI_10027210	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	281	GO:0005737
CGI_10027210	11538180839	403998949	216539339	430185745	K1QRD4	K1QRD4_CRAGI	unreviewed	S-formylglutathione hydrolase (EC 3.1.2.12)	CGI_10027210	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	281	GO:0018738
CGI_10027210	11538180839	403998949	216539339	430185745	K1QRD4	K1QRD4_CRAGI	unreviewed	S-formylglutathione hydrolase (EC 3.1.2.12)	CGI_10027210	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	281	GO:0046294
CGI_10027210	11538180839	403998949	216539339	430185745	K1QRD4	K1QRD4_CRAGI	unreviewed	S-formylglutathione hydrolase (EC 3.1.2.12)	CGI_10027210	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	281	GO:0052689
CGI_10019253	1577567632	3560692221	1888036084	5430952298								
CGI_10024475	2088865416	4288161938	2711307043	3337046671	K1QQR1	K1QQR1_CRAGI	unreviewed	Major vault protein	CGI_10024475	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	857	
CGI_10003462	1498259249	4123001644	2316566930	4480708998	K1R781	K1R781_CRAGI	unreviewed	Muscle LIM protein Mlp84B	CGI_10003462	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	195	GO:0008270
CGI_10012671	742065584	4087773450	2286299089	5265252417	K1QNT7	K1QNT7_CRAGI	unreviewed	"Aldehyde dehydrogenase, mitochondrial"	CGI_10012671	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	519	GO:0016620
CGI_10020961	1469703751	3629815669	3472195727	3733951241	K1PM50	K1PM50_CRAGI	unreviewed	40S ribosomal protein S16	CGI_10020961	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	149	GO:0003735
CGI_10020961	1469703751	3629815669	3472195727	3733951241	K1PM50	K1PM50_CRAGI	unreviewed	40S ribosomal protein S16	CGI_10020961	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	149	GO:0005840
CGI_10020961	1469703751	3629815669	3472195727	3733951241	K1PM50	K1PM50_CRAGI	unreviewed	40S ribosomal protein S16	CGI_10020961	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	149	GO:0006412
CGI_10021482	1933774583	3657012094	2362549339	4247553144	K1PT70	K1PT70_CRAGI	unreviewed	Arginine kinase	CGI_10021482	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	103	GO:0016301
CGI_10025809	1078617384	4321542312	2103418534	4633085449	K1PQ23	K1PQ23_CRAGI	unreviewed	PDZ and LIM domain protein 5	CGI_10025809	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	506	GO:0008270
CGI_10021483	1927516939	3632568849	2362527996	4191018767	K1Q0K5	K1Q0K5_CRAGI	unreviewed	Arginine kinase	CGI_10021483	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	61	GO:0016301
CGI_10011187	2150543196	3871429084	2871466419	3201458836	K1QXL9	K1QXL9_CRAGI	unreviewed	Translationally-controlled tumor-like protein	CGI_10011187	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	902	GO:0016021
CGI_10011187	2150543196	3871429084	2871466419	3201458836	K1QXL9	K1QXL9_CRAGI	unreviewed	Translationally-controlled tumor-like protein	CGI_10011187	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	902	GO:0022857
CGI_10028701	1383662306	4098788533	2373209675	4228553686	K1S151	K1S151_CRAGI	unreviewed	Rab GDP dissociation inhibitor beta	CGI_10028701	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	442	GO:0005093
CGI_10028701	1383662306	4098788533	2373209675	4228553686	K1S151	K1S151_CRAGI	unreviewed	Rab GDP dissociation inhibitor beta	CGI_10028701	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	442	GO:0005622
CGI_10028701	1383662306	4098788533	2373209675	4228553686	K1S151	K1S151_CRAGI	unreviewed	Rab GDP dissociation inhibitor beta	CGI_10028701	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	442	GO:0007264
CGI_10028701	1383662306	4098788533	2373209675	4228553686	K1S151	K1S151_CRAGI	unreviewed	Rab GDP dissociation inhibitor beta	CGI_10028701	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	442	GO:0015031
CGI_10028701	1383662306	4098788533	2373209675	4228553686	K1S151	K1S151_CRAGI	unreviewed	Rab GDP dissociation inhibitor beta	CGI_10028701	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	442	GO:0016491
CGI_10021852	1755705409	4023346603	2513775935	3768199392	K1R4D4	K1R4D4_CRAGI	unreviewed	40S ribosomal protein SA	CGI_10021852	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	304	GO:0000028
CGI_10021852	1755705409	4023346603	2513775935	3768199392	K1R4D4	K1R4D4_CRAGI	unreviewed	40S ribosomal protein SA	CGI_10021852	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	304	GO:0003735
CGI_10021852	1755705409	4023346603	2513775935	3768199392	K1R4D4	K1R4D4_CRAGI	unreviewed	40S ribosomal protein SA	CGI_10021852	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	304	GO:0006412
CGI_10021852	1755705409	4023346603	2513775935	3768199392	K1R4D4	K1R4D4_CRAGI	unreviewed	40S ribosomal protein SA	CGI_10021852	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	304	GO:0022627
CGI_10007057	1458584462	4306418954	2731533461	3537355841	K1R1M7	K1R1M7_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10007057	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	867	GO:0005524
CGI_10007057	1458584462	4306418954	2731533461	3537355841	K1R1M7	K1R1M7_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10007057	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	867	GO:0006464
CGI_10007057	1458584462	4306418954	2731533461	3537355841	K1R1M7	K1R1M7_CRAGI	unreviewed	Ubiquitin-like modifier-activating enzyme 1	CGI_10007057	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	867	GO:0008641
CGI_10004855	691672858	4554567854	1623730514	5153637136	K1QHA4	K1QHA4_CRAGI	unreviewed	Uncharacterized protein	CGI_10004855	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	308	
CGI_10019707	1123958115	5211071885	2578111710	3074626482	K1QPM8	K1QPM8_CRAGI	unreviewed	40S ribosomal protein S3a	CGI_10019707	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0003735
CGI_10019707	1123958115	5211071885	2578111710	3074626482	K1QPM8	K1QPM8_CRAGI	unreviewed	40S ribosomal protein S3a	CGI_10019707	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0006412
CGI_10019707	1123958115	5211071885	2578111710	3074626482	K1QPM8	K1QPM8_CRAGI	unreviewed	40S ribosomal protein S3a	CGI_10019707	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	306	GO:0022627
