Protein	Len	3	4	8	11	12	16	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value z statistic	fdr	FDRup	FDRdown																												
CHOYP_contig_024012|m.27306	244	8	10	7	5	4	1	-0.921	0.921	-2.4518	2.4518	0	0.554022	0																												
CHOYP_LOC100366575.1.1|m.29959	208	4	11	4	2	3	1	-1.18	1.18	-2.446	2.446	0	0.554103	0	CHOYP_LOC100366575.1.1|m.29959	Q9D3N2	EFCB1_MOUSE	53.55	211	89	3	4	207	1	209	5.00E-72	224	1	Q9D3N2	EFCB1_MOUSE	reviewed	EF-hand calcium-binding domain-containing protein 1	Efcab1	Mus musculus (Mouse)	212		GO:0005509			cd00051;	PF00036;PF13499;	calcium ion binding [GO:0005509]
CHOYP_BRAFLDRAFT_71616.2.3|m.27171	569	7	10	5	4	3	0	-1.033	1.033	-2.4446	2.4446	0	0.554123	0																												
CHOYP_LOC100374155.1.1|m.56570	583	7	11	7	3	5	2	-0.916	0.916	-2.4358	2.4358	0	0.554248	0	CHOYP_LOC100374155.1.1|m.56570	Q08BC4	STPG2_DANRE	41.87	566	297	16	1	560	1	540	2.00E-126	390	1	Q08BC4	STPG2_DANRE	reviewed	Sperm-tail PG-rich repeat-containing protein 2	stpg2 zgc:153987	Danio rerio (Zebrafish) (Brachydanio rerio)	562						PF07004;	
CHOYP_contig_023897|m.27203	137	5	10	4	3	1	0	-1.357	1.357	-2.4165	2.4165	0	0.554526	0																												
CHOYP_contig_026106|m.29754	486	0	14	0	0	0	0	-1.779	1.779	-2.4135	2.4135	0	0.554571	0																												
CHOYP_IQCA1.1.3|m.4290	873	3	15	2	1	3	3	-1.05	1.05	-2.4102	2.4102	0	0.554619	0	CHOYP_IQCA1.1.3|m.4290	Q86XH1	IQCA1_HUMAN	53.47	849	366	8	1	848	1	821	0	848	1	Q86XH1	IQCA1_HUMAN	reviewed	IQ and AAA domain-containing protein 1	IQCA1 IQCA	Homo sapiens (Human)	822		GO:0005524				PF00004;	ATP binding [GO:0005524]
CHOYP_WDR5.2.3|m.6293	352	7	11	5	2	5	2	-0.944	0.944	-2.4087	2.4087	0	0.554641	0	CHOYP_WDR5.2.3|m.6293	Q5M786	WDR5_XENTR	87.92	331	40	0	20	350	3	333	0	602	1	Q5M786	WDR5_XENTR	reviewed	WD repeat-containing protein 5	wdr5 TEgg065j14.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	334	"cilium assembly [GO:0060271]; histone H4-K16 acetylation [GO:0043984]; histone H4-K5 acetylation [GO:0043981]; histone H4-K8 acetylation [GO:0043982]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"	GO:0000123; GO:0006351; GO:0006355; GO:0036064; GO:0043981; GO:0043982; GO:0043984; GO:0060271; GO:0071339				PF00400;	"ciliary basal body [GO:0036064]; histone acetyltransferase complex [GO:0000123]; MLL1 complex [GO:0071339]; cilium assembly [GO:0060271]; histone H4-K16 acetylation [GO:0043984]; histone H4-K5 acetylation [GO:0043981]; histone H4-K8 acetylation [GO:0043982]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"
CHOYP_contig_049136|m.58269	1745	2	12	5	1	2	3	-1.156	1.156	-2.3995	2.3995	0	0.554779	0	CHOYP_contig_049136|m.58269	Q8N7X0	ADGB_HUMAN	37.79	1577	741	35	65	1573	35	1439	0	934	1	Q8N7X0	ADGB_HUMAN	reviewed	Androglobin (Calpain-7-like protein)	ADGB C6orf103 CAPN7L	Homo sapiens (Human)	1667	proteolysis [GO:0006508]	GO:0004198; GO:0005737; GO:0006508; GO:0019825; GO:0020037				PF00648;	cytoplasm [GO:0005737]; calcium-dependent cysteine-type endopeptidase activity [GO:0004198]; heme binding [GO:0020037]; oxygen binding [GO:0019825]; proteolysis [GO:0006508]
CHOYP_LOC100378083.1.3|m.26711	798	7	9	8	2	7	1	-0.878	0.878	-2.3777	2.3777	0	0.555111	0	CHOYP_LOC100378083.1.3|m.26711	Q8R5F7	IFIH1_MOUSE	27.5	771	420	25	92	783	307	1017	2.00E-53	204	1	Q8R5F7	IFIH1_MOUSE	reviewed	Interferon-induced helicase C domain-containing protein 1 (EC 3.6.4.13) (Helicase with 2 CARD domains) (Helicard) (Interferon induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (MDA-5) (RIG-I-like receptor 2) (RLR-2)	Ifih1	Mus musculus (Mouse)	1025	innate immune response [GO:0045087]; MDA-5 signaling pathway [GO:0039530]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; protein sumoylation [GO:0016925]; response to virus [GO:0009615]	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0008270; GO:0009615; GO:0016925; GO:0032727; GO:0032728; GO:0039530; GO:0043021; GO:0045087				PF16739;PF00271;PF04851;PF11648;	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; ribonucleoprotein complex binding [GO:0043021]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]; innate immune response [GO:0045087]; MDA-5 signaling pathway [GO:0039530]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; protein sumoylation [GO:0016925]; response to virus [GO:0009615]
CHOYP_LOC576665.1.2|m.10867	318	3	8	3	0	1	0	-1.659	1.659	-2.3776	2.3776	0	0.555112	0	CHOYP_LOC576665.1.2|m.10867	A6QQL5	CB073_BOVIN	35.11	131	80	4	115	244	54	180	4.00E-11	66.2	1	A6QQL5	CB073_BOVIN	reviewed	Uncharacterized protein C2orf73 homolog		Bos taurus (Bovine)	290						PF15667;	
CHOYP_LOC100906268.2.2|m.44952	161	10	16	9	6	6	6	-0.654	0.654	-2.3771	2.3771	0	0.55512	0																												
CHOYP_BRAFLDRAFT_127065.5.7|m.28848	307	16	24	15	8	16	8	-0.517	0.517	-2.3694	2.3694	0	0.55524	0																												
CHOYP_BRAFLDRAFT_265208.3.7|m.10791	643	9	13	7	5	6	1	-0.882	0.882	-2.3658	2.3658	0	0.555297	0	CHOYP_BRAFLDRAFT_265208.3.7|m.10791	Q91WV7	SLC31_MOUSE	31.82	660	364	23	16	641	43	650	9.00E-90	299	1	Q91WV7	SLC31_MOUSE	reviewed	"Neutral and basic amino acid transport protein rBAT (Solute carrier family 3 member 1) (b(0,+)-type amino acid transport protein) (NBAT)"	Slc3a1 Nbat	Mus musculus (Mouse)	685	amino acid transport [GO:0006865]; carbohydrate metabolic process [GO:0005975]	GO:0003824; GO:0005743; GO:0005774; GO:0005887; GO:0005975; GO:0006865; GO:0031526; GO:0070062				PF00128;	brush border membrane [GO:0031526]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; mitochondrial inner membrane [GO:0005743]; vacuolar membrane [GO:0005774]; catalytic activity [GO:0003824]; amino acid transport [GO:0006865]; carbohydrate metabolic process [GO:0005975]
CHOYP_contig_009196|m.10701	143	6	7	2	0	0	0	-1.707	1.707	-2.345	2.345	0	0.55563	0																												
CHOYP_LOC100555907.1.1|m.27452	125	9	14	9	8	6	0	-0.758	0.758	-2.3303	2.3303	0	0.555872	0	CHOYP_LOC100555907.1.1|m.27452	Q8WNR9	CYTA_FELCA	33.78	74	43	2	26	99	2	69	0.000000006	53.9	1	Q8WNR9	CYTA_FELCA	reviewed	"Cystatin-A (allergen Fel d 3) [Cleaved into: Cystatin-A, N-terminally processed]"	CSTA	Felis catus (Cat) (Felis silvestris catus)	98		GO:0004869; GO:0005737			cd00042;	PF00031;	cytoplasm [GO:0005737]; cysteine-type endopeptidase inhibitor activity [GO:0004869]
CHOYP_PTN11.4.4|m.62828	448	5	12	5	4	3	0	-1.006	1.006	-2.3226	2.3226	0	0.556001	0	CHOYP_PTN11.4.4|m.62828	Q20191	NAS13_CAEEL	32.94	337	204	7	92	410	118	450	1.00E-50	183	1	Q20191	NAS13_CAEEL	reviewed	Zinc metalloproteinase nas-13 (EC 3.4.24.21) (Nematode astacin 13)	nas-13 F39D8.4	Caenorhabditis elegans	450		GO:0004222; GO:0005576; GO:0008270			cd04280;	PF01400;PF01549;	extracellular region [GO:0005576]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]
CHOYP_LOC100769755.1.1|m.59793	401	9	13	9	7	5	3	-0.7	0.7	-2.3029	2.3029	0	0.556337	0	CHOYP_LOC100769755.1.1|m.59793	Q8IV20	LACC1_HUMAN	39.65	343	183	10	75	398	92	429	8.00E-69	229	1	Q8IV20	LACC1_HUMAN	reviewed	Laccase domain-containing protein 1 (Fatty acid metabolism-immunity nexus)	LACC1 C13orf31 FAMIN	Homo sapiens (Human)	430		GO:0005507; GO:0005777				PF02578;	peroxisome [GO:0005777]; copper ion binding [GO:0005507]
CHOYP_SPAG16.1.1|m.51927	628	17	31	11	9	12	14	-0.5	0.5	-2.3004	2.3004	0	0.556381	0	CHOYP_SPAG16.1.1|m.51927	Q8N0X2	SPG16_HUMAN	47.03	623	292	9	10	627	42	631	0	591	1	Q8N0X2	SPG16_HUMAN	reviewed	Sperm-associated antigen 16 protein (Pf20 protein homolog)	SPAG16 PF20	Homo sapiens (Human)	631	axoneme assembly [GO:0035082]; cell motility in response to calcium ion [GO:0097231]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; microtubule sliding [GO:0051012]; sperm axoneme assembly [GO:0007288]	GO:0005634; GO:0005737; GO:0005930; GO:0007288; GO:0031514; GO:0035082; GO:0051012; GO:0060271; GO:0060294; GO:0097231; GO:1990716				PF00400;	axonemal central apparatus [GO:1990716]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; motile cilium [GO:0031514]; nucleus [GO:0005634]; axoneme assembly [GO:0035082]; cell motility in response to calcium ion [GO:0097231]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]; microtubule sliding [GO:0051012]; sperm axoneme assembly [GO:0007288]
CHOYP_LOC100691676.1.1|m.64226	201	6	5	4	2	0	0	-1.388	1.388	-2.2959	2.2959	0	0.556459	0	CHOYP_LOC100691676.1.1|m.64226	Q9UKK9	NUDT5_HUMAN	51.78	197	93	2	2	196	9	205	8.00E-70	218	1	Q9UKK9	NUDT5_HUMAN	reviewed	ADP-sugar pyrophosphatase (EC 3.6.1.13) (8-oxo-dGDP phosphatase) (EC 3.6.1.58) (Nuclear ATP-synthesis protein NUDIX5) (EC 2.7.7.96) (Nucleoside diphosphate-linked moiety X motif 5) (Nudix motif 5) (hNUDT5) (YSA1H)	NUDT5 NUDIX5 HSPC115	Homo sapiens (Human)	219	ATP generation from poly-ADP-D-ribose [GO:1990966]; chromatin remodeling [GO:0006338]; D-ribose catabolic process [GO:0019303]; nucleobase-containing small molecule catabolic process [GO:0034656]; nucleotide metabolic process [GO:0009117]; ribonucleoside diphosphate catabolic process [GO:0009191]	GO:0000287; GO:0005622; GO:0005634; GO:0005829; GO:0006338; GO:0009117; GO:0009191; GO:0016779; GO:0019144; GO:0019303; GO:0030515; GO:0034656; GO:0042803; GO:0044715; GO:0047631; GO:0070062; GO:1990966				PF00293;	cytosol [GO:0005829]; extracellular exosome [GO:0070062]; intracellular [GO:0005622]; nucleus [GO:0005634]; 8-oxo-dGDP phosphatase activity [GO:0044715]; ADP-ribose diphosphatase activity [GO:0047631]; ADP-sugar diphosphatase activity [GO:0019144]; magnesium ion binding [GO:0000287]; nucleotidyltransferase activity [GO:0016779]; protein homodimerization activity [GO:0042803]; snoRNA binding [GO:0030515]; ATP generation from poly-ADP-D-ribose [GO:1990966]; chromatin remodeling [GO:0006338]; D-ribose catabolic process [GO:0019303]; nucleobase-containing small molecule catabolic process [GO:0034656]; nucleotide metabolic process [GO:0009117]; ribonucleoside diphosphate catabolic process [GO:0009191]
CHOYP_contig_024418|m.27769	250	4	7	3	0	2	1	-1.276	1.276	-2.282	2.282	0	0.556706	0																												
CHOYP_contig_026959|m.30676	230	3	6	5	0	2	0	-1.372	1.372	-2.272	2.272	0	0.556886	0																												
CHOYP_LOC100367581.3.3|m.56472	1826	6	8	0	0	2	0	-1.342	1.342	-2.2715	2.2715	0	0.556895	0	CHOYP_LOC100367581.3.3|m.56472	Q69Z37	SAM9L_MOUSE	23.47	1466	958	59	337	1730	187	1560	1.00E-70	266	1	Q69Z37	SAM9L_MOUSE	reviewed	Sterile alpha motif domain-containing protein 9-like (SAM domain-containing protein 9-like)	Samd9l Kiaa2005	Mus musculus (Mouse)	1561	common myeloid progenitor cell proliferation [GO:0035726]; endosomal vesicle fusion [GO:0034058]; hematopoietic progenitor cell differentiation [GO:0002244]; regulation of protein catabolic process [GO:0042176]; spleen development [GO:0048536]; stem cell division [GO:0017145]	GO:0002244; GO:0005769; GO:0017145; GO:0034058; GO:0035726; GO:0042176; GO:0048536					early endosome [GO:0005769]; common myeloid progenitor cell proliferation [GO:0035726]; endosomal vesicle fusion [GO:0034058]; hematopoietic progenitor cell differentiation [GO:0002244]; regulation of protein catabolic process [GO:0042176]; spleen development [GO:0048536]; stem cell division [GO:0017145]
CHOYP_MO4L1.1.1|m.8106	471	13	19	17	8	12	8	-0.557	0.557	-2.2651	2.2651	0	0.557012	0	CHOYP_MO4L1.1.1|m.8106	Q9Y0I1	EAF3_DROME	39.95	443	220	10	32	469	22	423	2.00E-87	280	1	Q9Y0I1	EAF3_DROME	reviewed	NuA4 complex subunit EAF3 homolog (Protein MRG15)	MRG15 CG6363	Drosophila melanogaster (Fruit fly)	424	"chromatin silencing [GO:0006342]; chromosome organization [GO:0051276]; chromosome separation [GO:0051304]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; histone deacetylation [GO:0016575]; histone exchange [GO:0043486]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; transcription, DNA-templated [GO:0006351]"	GO:0000123; GO:0005634; GO:0006281; GO:0006342; GO:0006351; GO:0016573; GO:0016575; GO:0035064; GO:0035267; GO:0043486; GO:0043967; GO:0043968; GO:0051276; GO:0051304				PF05712;PF11717;	"histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; methylated histone binding [GO:0035064]; chromatin silencing [GO:0006342]; chromosome organization [GO:0051276]; chromosome separation [GO:0051304]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; histone deacetylation [GO:0016575]; histone exchange [GO:0043486]; histone H2A acetylation [GO:0043968]; histone H4 acetylation [GO:0043967]; transcription, DNA-templated [GO:0006351]"
CHOYP_LOC586661.1.1|m.56660	350	3	6	3	0	1	1	-1.513	1.513	-2.2575	2.2575	0	0.557152	0	CHOYP_LOC586661.1.1|m.56660	Q9XGA0	KPRS3_SPIOL	50.65	306	144	3	43	342	100	404	8.00E-107	325	1	Q9XGA0	KPRS3_SPIOL	reviewed	"Ribose-phosphate pyrophosphokinase 3, mitochondrial (EC 2.7.6.1) (Phosphoribosyl pyrophosphate synthase 3)"	PRS3	Spinacia oleracea (Spinach)	406	nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]	GO:0000287; GO:0004749; GO:0005524; GO:0005739; GO:0009116; GO:0009165; GO:0016301			cd06223;	PF00156;PF13793;	mitochondrion [GO:0005739]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; nucleoside metabolic process [GO:0009116]; nucleotide biosynthetic process [GO:0009165]
CHOYP_BRAFLDRAFT_57459.1.1|m.61613	547	5	5	5	1	2	1	-1.353	1.353	-2.2552	2.2552	0	0.557195	0	CHOYP_BRAFLDRAFT_57459.1.1|m.61613	P10155	RO60_HUMAN	30.86	538	332	11	10	541	30	533	3.00E-82	273	1	P10155	RO60_HUMAN	reviewed	60 kDa SS-A/Ro ribonucleoprotein (60 kDa Ro protein) (60 kDa ribonucleoprotein Ro) (RoRNP) (Ro 60 kDa autoantigen) (Sjoegren syndrome antigen A2) (Sjoegren syndrome type A antigen) (SS-A) (TROVE domain family member 2)	TROVE2 RO60 SSA2	Homo sapiens (Human)	538	cilium assembly [GO:0060271]; immune system development [GO:0002520]; response to UV [GO:0009411]; smoothened signaling pathway [GO:0007224]; transcription from RNA polymerase III promoter [GO:0006383]	GO:0002520; GO:0003723; GO:0005654; GO:0005829; GO:0006383; GO:0007224; GO:0009411; GO:0030529; GO:0030620; GO:0046872; GO:0060271				PF05731;	cytosol [GO:0005829]; intracellular ribonucleoprotein complex [GO:0030529]; nucleoplasm [GO:0005654]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; U2 snRNA binding [GO:0030620]; cilium assembly [GO:0060271]; immune system development [GO:0002520]; response to UV [GO:0009411]; smoothened signaling pathway [GO:0007224]; transcription from RNA polymerase III promoter [GO:0006383]
CHOYP_COX1.5.15|m.24406	243	13	11	10	6	9	2	-0.686	0.686	-2.2414	2.2414	0	0.557454	0																												
CHOYP_contig_010674|m.12365	427	1	10	0	0	0	0	-1.495	1.495	-2.2269	2.2269	0	0.557732	0																												
CHOYP_DDX46.1.1|m.52473	994	5	6	6	1	3	2	-1.058	1.058	-2.2263	2.2263	0	0.557744	0	CHOYP_DDX46.1.1|m.52473	Q4TVV3	DDX46_DANRE	65.67	906	274	9	122	993	116	1018	0	1179	1	Q4TVV3	DDX46_DANRE	reviewed	Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46)	ddx46	Danio rerio (Zebrafish) (Brachydanio rerio)	1018	"brain development [GO:0007420]; definitive hemopoiesis [GO:0060216]; digestive tract morphogenesis [GO:0048546]; exocrine pancreas development [GO:0031017]; liver morphogenesis [GO:0072576]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of hematopoietic stem cell differentiation [GO:1902038]; positive regulation of lymphocyte differentiation [GO:0045621]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]"	GO:0000398; GO:0003723; GO:0004004; GO:0005524; GO:0007420; GO:0010468; GO:0010501; GO:0015030; GO:0016607; GO:0031017; GO:0045621; GO:0045648; GO:0048546; GO:0060216; GO:0072576; GO:1902038				PF00270;PF00271;	"Cajal body [GO:0015030]; nuclear speck [GO:0016607]; ATP binding [GO:0005524]; ATP-dependent RNA helicase activity [GO:0004004]; RNA binding [GO:0003723]; brain development [GO:0007420]; definitive hemopoiesis [GO:0060216]; digestive tract morphogenesis [GO:0048546]; exocrine pancreas development [GO:0031017]; liver morphogenesis [GO:0072576]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of erythrocyte differentiation [GO:0045648]; positive regulation of hematopoietic stem cell differentiation [GO:1902038]; positive regulation of lymphocyte differentiation [GO:0045621]; regulation of gene expression [GO:0010468]; RNA secondary structure unwinding [GO:0010501]"
CHOYP_LOC100752270.1.1|m.23081	267	10	19	9	7	8	5	-0.633	0.633	-2.2204	2.2204	0	0.557859	0	CHOYP_LOC100752270.1.1|m.23081	Q5RCU5	CBR1_PONAB	52.77	235	110	1	4	237	43	277	1.00E-89	273	1	Q5RCU5	CBR1_PONAB	reviewed	Carbonyl reductase [NADPH] 1 (EC 1.1.1.184) (15-hydroxyprostaglandin dehydrogenase [NADP(+)]) (EC 1.1.1.197) (20-beta-hydroxysteroid dehydrogenase) (NADPH-dependent carbonyl reductase 1) (Prostaglandin 9-ketoreductase) (Prostaglandin-E(2) 9-reductase) (EC 1.1.1.189)	CBR1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	277	drug metabolic process [GO:0017144]; vitamin K metabolic process [GO:0042373]	GO:0004090; GO:0005737; GO:0017144; GO:0042373; GO:0047021; GO:0050221				PF00106;	cytoplasm [GO:0005737]; 15-hydroxyprostaglandin dehydrogenase (NADP+) activity [GO:0047021]; carbonyl reductase (NADPH) activity [GO:0004090]; prostaglandin-E2 9-reductase activity [GO:0050221]; drug metabolic process [GO:0017144]; vitamin K metabolic process [GO:0042373]
CHOYP_LOC100373985.1.1|m.9302	145	1	10	0	1	0	0	-1.49	1.49	-2.2171	2.2171	0	0.557923	0																												
CHOYP_LOC100372889.1.2|m.37506	525	2	9	1	1	1	0	-1.485	1.485	-2.2093	2.2093	0	0.558077	0	CHOYP_LOC100372889.1.2|m.37506	P54001	P4HA1_RAT	24.47	523	314	17	42	508	23	520	3.00E-22	103	1	P54001	P4HA1_RAT	reviewed	"Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)"	P4ha1 P4ha	Rattus norvegicus (Rat)	534	collagen fibril organization [GO:0030199]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]	GO:0004656; GO:0005506; GO:0005739; GO:0005788; GO:0016020; GO:0016222; GO:0016702; GO:0018401; GO:0030199; GO:0031418				PF13640;PF08336;	"endoplasmic reticulum lumen [GO:0005788]; membrane [GO:0016020]; mitochondrion [GO:0005739]; procollagen-proline 4-dioxygenase complex [GO:0016222]; iron ion binding [GO:0005506]; L-ascorbic acid binding [GO:0031418]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]; procollagen-proline 4-dioxygenase activity [GO:0004656]; collagen fibril organization [GO:0030199]; peptidyl-proline hydroxylation to 4-hydroxy-L-proline [GO:0018401]"
CHOYP_LIG4.1.1|m.6295	916	4	7	2	2	1	1	-1.278	1.278	-2.2075	2.2075	0	0.558113	0	CHOYP_LIG4.1.1|m.6295	Q8BTF7	DNLI4_MOUSE	48.79	906	453	6	13	912	9	909	0	897	1	Q8BTF7	DNLI4_MOUSE	reviewed	DNA ligase 4 (EC 6.5.1.1) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)	Lig4	Mus musculus (Mouse)	911	"cell cycle [GO:0007049]; cell division [GO:0051301]; cell proliferation [GO:0008283]; cellular response to lithium ion [GO:0071285]; central nervous system development [GO:0007417]; chromosome organization [GO:0051276]; DNA biosynthetic process [GO:0071897]; DNA ligation [GO:0006266]; DNA ligation involved in DNA recombination [GO:0051102]; DNA ligation involved in DNA repair [GO:0051103]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair [GO:0006302]; double-strand break repair via classical nonhomologous end joining [GO:0097680]; double-strand break repair via nonhomologous end joining [GO:0006303]; immunoglobulin V(D)J recombination [GO:0033152]; in utero embryonic development [GO:0001701]; isotype switching [GO:0045190]; negative regulation of neuron apoptotic process [GO:0043524]; neuron apoptotic process [GO:0051402]; nucleotide-excision repair, DNA gap filling [GO:0006297]; positive regulation of chromosome organization [GO:2001252]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of neurogenesis [GO:0050769]; pro-B cell differentiation [GO:0002328]; response to gamma radiation [GO:0010332]; response to ionizing radiation [GO:0010212]; response to X-ray [GO:0010165]; single strand break repair [GO:0000012]; somatic stem cell population maintenance [GO:0035019]; T cell differentiation in thymus [GO:0033077]; T cell receptor V(D)J recombination [GO:0033153]; V(D)J recombination [GO:0033151]"	GO:0000012; GO:0000793; GO:0001701; GO:0002328; GO:0003677; GO:0003909; GO:0003910; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005958; GO:0006260; GO:0006266; GO:0006281; GO:0006297; GO:0006302; GO:0006303; GO:0007049; GO:0007417; GO:0008022; GO:0008283; GO:0010165; GO:0010212; GO:0010332; GO:0016874; GO:0032807; GO:0033077; GO:0033151; GO:0033152; GO:0033153; GO:0035019; GO:0043524; GO:0045190; GO:0046872; GO:0048146; GO:0050769; GO:0051102; GO:0051103; GO:0051276; GO:0051301; GO:0051402; GO:0070419; GO:0071285; GO:0071897; GO:0097680; GO:2001252			cd00027;	PF00533;PF16589;PF04679;PF01068;PF04675;PF11411;	"condensed chromosome [GO:0000793]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; DNA ligase IV complex [GO:0032807]; DNA-dependent protein kinase-DNA ligase 4 complex [GO:0005958]; focal adhesion [GO:0005925]; nonhomologous end joining complex [GO:0070419]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; DNA ligase activity [GO:0003909]; ligase activity [GO:0016874]; metal ion binding [GO:0046872]; protein C-terminus binding [GO:0008022]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell proliferation [GO:0008283]; cellular response to lithium ion [GO:0071285]; central nervous system development [GO:0007417]; chromosome organization [GO:0051276]; DNA biosynthetic process [GO:0071897]; DNA ligation [GO:0006266]; DNA ligation involved in DNA recombination [GO:0051102]; DNA ligation involved in DNA repair [GO:0051103]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; double-strand break repair [GO:0006302]; double-strand break repair via classical nonhomologous end joining [GO:0097680]; double-strand break repair via nonhomologous end joining [GO:0006303]; immunoglobulin V(D)J recombination [GO:0033152]; in utero embryonic development [GO:0001701]; isotype switching [GO:0045190]; negative regulation of neuron apoptotic process [GO:0043524]; neuron apoptotic process [GO:0051402]; nucleotide-excision repair, DNA gap filling [GO:0006297]; positive regulation of chromosome organization [GO:2001252]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of neurogenesis [GO:0050769]; pro-B cell differentiation [GO:0002328]; response to gamma radiation [GO:0010332]; response to ionizing radiation [GO:0010212]; response to X-ray [GO:0010165]; single strand break repair [GO:0000012]; somatic stem cell population maintenance [GO:0035019]; T cell differentiation in thymus [GO:0033077]; T cell receptor V(D)J recombination [GO:0033153]; V(D)J recombination [GO:0033151]"
CHOYP_LOC100373429.1.1|m.10007	1827	13	23	13	7	14	7	-0.514	0.514	-2.1958	2.1958	0	0.558347	0	CHOYP_LOC100373429.1.1|m.10007	F1P4W9	CFA65_CHICK	38.28	1779	1015	17	69	1822	31	1751	0	1240	1	F1P4W9	CFA65_CHICK	reviewed	Cilia- and flagella-associated protein 65 (Coiled-coil domain-containing protein 108)	CFAP65 CCDC108	Gallus gallus (Chicken)	1775		GO:0005886; GO:0016021; GO:0031514				PF15780;	integral component of membrane [GO:0016021]; motile cilium [GO:0031514]; plasma membrane [GO:0005886]
CHOYP_BRAFLDRAFT_279978.1.1|m.30960	478	10	12	6	3	5	5	-0.788	0.788	-2.1928	2.1928	0	0.558408	0	CHOYP_BRAFLDRAFT_279978.1.1|m.30960	Q9D3W1	RSP14_MOUSE	46.67	345	176	4	137	477	1	341	2.00E-97	303	1	Q9D3W1	RSP14_MOUSE	reviewed	Radial spoke head 14 homolog (Rhabdoid tumor deletion region protein 1)	Rsph14 Rtdr1	Mus musculus (Mouse)	341						PF00514;	
CHOYP_HSP21.4.1.1|m.8171	438	11	15	11	8	8	3	-0.633	0.633	-2.1878	2.1878	0	0.55851	0	CHOYP_HSP21.4.1.1|m.8171	P12812	P40_SCHMA	27.65	170	97	2	87	230	64	233	3.00E-13	74.3	1	P12812	P40_SCHMA	reviewed	Major egg antigen (p40)		Schistosoma mansoni (Blood fluke)	354						PF00011;	
